time_identifier,year_breakdown,time_period,geographic_level,country_code,country_name,school_type,characteristic_group,characteristic,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_pa_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,Major ethnic groups,Ethnicity Major Unclassified,46784,12185043,571826,400256,171570,4.69285,3.28481,1.40804,6360,13.59439,1279056,226106,130825,95281,17.67757,10.22825,7.44932,294931,29436,12713,14,3201,13331,:,3264,38070,394960,52272,13195,93570,10464,169501,564461
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,NC Year,NC Year 1 and below,684019,246205902,10863576,8142198,2721378,4.41239,3.30707,1.10533,64468,9.42488,21260007,3258812,2138247,1120565,15.32837,10.0576,5.27076,6494414,608700,163694,231,34390,245925,:,32726,470284,8050364,1225886,202442,1141660,120038,2690026,10740390
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,NC Year,NC Year 2,668633,241657516,9619603,7044535,2575068,3.98068,2.91509,1.06559,51631,7.72187,16966801,2598945,1632252,966693,15.31783,9.62027,5.69756,5507945,542409,163708,168,34477,230301,:,39693,448026,6966727,1176938,184895,1075474,108886,2546193,9512920
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,NC Year,NC Year 3,657126,236885342,9168944,6670172,2498772,3.87063,2.81578,1.05484,49781,7.57556,16312376,2510156,1556214,953942,15.38805,9.54008,5.84796,5152116,520700,166976,277,33255,222854,:,51036,442919,6590133,1109592,180972,1069363,109610,2469537,9059670
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,NC Year,NC Year 4,658721,238170658,9336387,6855034,2481353,3.92004,2.8782,1.04184,51085,7.75518,16836148,2596116,1640263,955853,15.41989,9.74251,5.67739,5319606,516325,168681,418,31522,219687,:,59539,456262,6772040,1072316,171467,1096323,110771,2450877,9222917
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,NC Year,NC Year 5,618189,224107236,8906648,6606404,2300244,3.97428,2.94788,1.0264,49202,7.95905,16388005,2550073,1633856,916217,15.56061,9.96983,5.59078,5120287,491500,162384,339,32821,193068,:,64646,459459,6524504,959940,147427,1058048,107067,2272482,8796986
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,NC Year,NC Year 6,587548,215834728,8515970,6376066,2139904,3.9456,2.95414,0.99145,45007,7.66014,15393658,2441984,1581148,860836,15.86357,10.27142,5.59215,4886276,489780,156226,518,24453,165267,:,71743,503751,6298014,846695,132886,1031126,103432,2114139,8412153
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,NC Year,NC Year 7,941,338174,15583,12286,3297,4.60798,3.63304,0.97494,99,10.52072,33438,6049,4426,1623,18.0902,13.23644,4.85376,9140,1106,191,0,192,122,:,114,1421,12286,1421,69,1773,34,3297,15583
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,NC Year,NC Year 8,408,140770,6580,4537,2043,4.67429,3.22299,1.4513,44,10.78431,13688,2314,1147,1167,16.90532,8.3796,8.52572,3218,587,160,0,90,48,:,76,358,4537,687,79,1274,3,2043,6580
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,NC Year,NC Year Not followed or missing,33915,984938,162624,70207,92417,16.51109,7.12806,9.38303,13912,41.0202,374645,147572,59225,88347,39.38982,15.8083,23.58152,26359,2629,5506,1,2596,551,:,2375,29188,69205,7508,1768,74586,7034,90896,160101
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,FSM,FSM eligible,582101,205717268,12325529,8233224,4092305,5.99149,4.0022,1.98929,105506,18.12503,34788239,5751597,3332424,2419173,16.53317,9.57917,6.954,6337273,646323,186560,376,49017,119565,:,143268,663225,8145607,807122,449593,2572399,221955,4051069,12196676
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,FSM,FSM Not eligible,3293484,1197623058,44107762,33478008,10629754,3.68294,2.79537,0.88757,205811,6.24904,68415882,10212852,6855129,3357723,14.9276,10.01979,4.90781,26155729,2524784,795460,1575,142183,1157707,:,176305,2119255,33072998,5586353,570644,3902642,437886,10497525,43570523
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,FSM,FSM unclassified,33915,984938,162624,70207,92417,16.51109,7.12806,9.38303,13912,41.0202,374645,147572,59225,88347,39.38982,15.8083,23.58152,26359,2629,5506,1,2596,551,:,2375,29188,69205,7508,1768,74586,7034,90896,160101
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,FSM ever 6,FSM eligible in last 6 years,1007410,355373725,19478345,13208613,6269732,5.48109,3.71682,1.76426,158074,15.69113,50930776,8238098,4829429,3408669,16.17509,9.48234,6.69275,10217011,1010174,323321,654,62732,218475,:,207550,1024540,13064457,1491320,627526,3749503,338923,6207272,19271729
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,FSM ever 6,FSM not eligible in last 6 years,2864669,1044729124,36726007,28366016,8359991,3.51536,2.71516,0.80021,156101,5.44918,51624430,7579368,5284975,2294393,14.68175,10.23735,4.44439,22182436,2152031,657125,1296,123221,1053772,:,107295,1742460,28019636,4875252,388944,2671637,314522,8250355,36269991
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,FSM ever 6,FSM unclassified in last 6 years,37421,4222415,391563,206810,184753,9.27344,4.89791,4.37553,11054,29.53956,1023560,294555,132374,162181,28.7775,12.93271,15.8448,119914,11531,7080,2,7843,5576,:,7103,44668,203717,34411,5535,128487,13430,181863,385580
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN Provision,SEN provision No identified SEN,3315062,1202111807,45411659,33592524,11819135,3.77766,2.79446,0.9832,228620,6.8964,75624611,11223066,7015725,4207341,14.84049,9.27704,5.56345,26680218,2318867,845003,1611,137956,1105398,:,90979,2017431,33197463,5540002,733769,4891337,512568,11677676,44875139
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN Provision,SEN provision Statement or EHCP,55347,19697151,1298734,1051750,246984,6.59351,5.3396,1.25391,10649,19.24043,3544868,681221,532630,148591,19.2171,15.02538,4.19172,655621,163836,13166,89,2263,25922,:,33027,144616,1038540,77154,26344,127527,12693,243718,1282258
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN Provision,SEN provision SEN Support,505720,181591495,9729753,7070133,2659620,5.35804,3.89343,1.46462,72282,14.29289,24057600,4065587,2641477,1424110,16.89939,10.9798,5.91958,5158762,688531,123971,251,51370,145988,:,195574,621229,6985676,777010,260212,1458864,134742,2630828,9616504
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN Provision,SEN provision Unclassified,33371,924811,155769,67032,88737,16.84333,7.24818,9.59515,13678,40.98768,351687,142147,56946,85201,40.41861,16.19224,24.22637,24760,2502,5386,1,2207,515,:,2368,28392,66131,6817,1680,71899,6872,87268,153399
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Autistic spectrum disorder,36685,13256891,766295,593915,172380,5.78035,4.48005,1.3003,5573,15.1915,1882880,360041,260080,99961,19.12182,13.81288,5.30894,401367,57972,6456,15,484,16192,:,16256,87221,585963,52615,17519,92072,7962,170168,756131
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Hearing impairment,8869,3223791,162685,127763,34922,5.04639,3.96313,1.08326,1091,12.30127,380093,57669,41427,16242,15.17234,10.89917,4.27316,85906,25521,3390,0,534,3131,:,729,7387,126598,14358,2573,16053,1600,34584,161182
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Moderate learning difficulty,131573,47608259,2590135,1805159,784976,5.44052,3.79169,1.64882,19520,14.83587,6685890,1081270,652809,428461,16.17242,9.76398,6.40844,1393011,152727,35291,52,22987,35322,:,22161,124072,1785623,216731,72376,448546,39966,777619,2563242
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Multi-sensory impairment,1483,542787,30325,25097,5228,5.58691,4.62373,0.96318,208,14.02562,72325,12855,10130,2725,17.77394,14.00622,3.76772,16805,4505,290,0,106,527,:,231,2242,24706,1740,565,2564,296,5165,29871
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need No specialist assessment,23898,8667619,456902,325488,131414,5.27137,3.75522,1.51615,3240,13.55762,1109901,179447,110097,69350,16.16784,9.91953,6.24831,247606,25445,9213,21,2806,6792,:,3977,23597,319457,38486,12177,70794,7674,129131,448588
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Other difficulty/disability,22419,8160825,501899,394381,107518,6.1501,4.83261,1.31749,3886,17.33351,1361594,246865,187858,59007,18.13059,13.79692,4.33367,280222,58011,4965,3,1997,9209,:,5569,29802,389778,33805,10751,55310,6851,106717,496495
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Physical disability,15044,5494347,426152,359985,66167,7.75619,6.55192,1.20427,3731,24.80058,1330396,249581,208536,41045,18.7599,15.67473,3.08517,229770,90185,3696,5,427,7732,:,934,23864,356613,23113,6272,32231,3855,65471,422084
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Profound and multiple learning difficulty,1448,517971,40412,34739,5673,7.80198,6.70675,1.09524,355,24.51657,123019,23494,19755,3739,19.09786,16.0585,3.03937,21838,7212,392,0,96,929,:,198,3885,34550,1981,726,2348,570,5625,40175
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Social emotional and mental health,85954,30318324,1895599,1383532,512067,6.25232,4.56335,1.68897,15826,18.41217,5081398,983500,673102,310398,19.35491,13.24639,6.10852,822212,123654,11492,166,3435,24688,:,137053,237499,1360199,118136,66736,296828,23315,505015,1865214
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Speech language and communications needs,138599,50386559,2478018,1835721,642297,4.91801,3.64328,1.27474,16492,11.89908,5680503,899828,587490,312338,15.84064,10.34222,5.49842,1388803,186372,43808,40,8986,38215,:,22774,129423,1818421,208319,58481,337078,32550,636428,2454849
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Severe learning difficulty,3842,1361994,89496,71320,18176,6.57095,5.23644,1.33451,771,20.06767,256983,45406,34603,10803,17.66887,13.46509,4.20378,47869,10919,1031,3,307,1717,:,1264,7480,70590,5824,1945,9051,1117,17937,88527
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Specific learning difficulty,54226,19804714,964078,719044,245034,4.86792,3.63067,1.23725,6316,11.64755,2190146,345044,225759,119285,15.75438,10.30794,5.44644,557197,65309,7512,27,6021,17190,:,8357,49831,711444,84430,22323,123167,12670,242590,954034
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Visual impairment,5012,1828947,102320,79838,22482,5.59448,4.36524,1.22923,729,14.54509,257159,41851,30291,11560,16.27437,11.77909,4.49527,52768,17133,1906,1,209,1929,:,616,4657,79219,8626,1983,10644,1014,22267,101486
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,SEN primary need,SEN primary need Unclassified,32015,10115618,524171,365901,158270,5.1818,3.61719,1.56461,5193,16.22052,1190181,219957,132170,87787,18.48097,11.10503,7.37594,269009,27402,7695,7,5238,8337,:,8482,34885,361055,46000,12129,89705,7995,155829,516884
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,First Language,First language Known or believed to be English,3079340,1114658548,44575804,33216092,11359712,3.99905,2.97993,1.01912,251921,8.18101,82001454,12867638,8380599,4487039,15.69196,10.22006,5.4719,26242619,2579689,219565,1437,190582,1031279,:,295917,2224979,32786067,4865625,891264,4955756,499812,11212457,43998524
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,First Language,First language Known or believed to be other than English,824536,287809001,11938202,8508443,3429759,4.14796,2.95628,1.19168,72612,8.80641,21399569,3215547,1849385,1366162,15.02622,8.64216,6.38406,6235440,589977,764341,514,2972,245125,:,25504,581877,8445750,1527588,129161,1580443,165360,3402552,11848302
Academic year,six half terms,201617,National,E92000001,England,State-funded primary,First Language,First language Unclassified,5624,1857715,81909,56904,25005,4.40913,3.06312,1.34601,696,12.37553,177743,28836,16794,12042,16.22342,9.44847,6.77495,41302,4070,3620,1,242,1419,:,527,4812,55993,7770,1580,13428,1703,24481,80474
Academic year,six half terms,201617,National,E92000001,England,State-funded secondary,Total,Total,2895975,1003038626,53682923,38499947,15182976,5.35203,3.83833,1.5137,392199,13.5429,123321270,24275357,14279358,9995999,19.68465,11.57899,8.10566,28361867,3441275,640291,611726,57664,412313,:,1520471,3346556,38392163,2526937,583351,11113007,928170,15151465,53543628
Academic year,six half terms,201617,National,E92000001,England,State-funded secondary,Gender,Gender male,1468045,507700289,26983097,19371840,7611257,5.31477,3.81561,1.49916,196475,13.38345,61543879,12152388,7142350,5010038,19.74589,11.6053,8.1406,14017725,1596261,332826,326573,31908,204852,:,1092762,1712589,19315496,1256703,306322,5563300,466837,7593162,26908658
Academic year,six half terms,201617,National,E92000001,England,State-funded secondary,Gender,Gender female,1427930,495338337,26699826,19128107,7571719,5.39022,3.86162,1.5286,195724,13.70683,61777391,12122969,7137008,4985961,19.62363,11.55278,8.07085,14344142,1845014,307465,285153,25756,207461,:,427709,1633967,19076667,1270234,277029,5549707,461333,7558303,26634970
Academic year,six half terms,201617,National,E92000001,England,State-funded secondary,Major ethnic groups,Ethnicity Major White Total,2180198,757227541,42237076,30437786,11799290,5.57786,4.01964,1.55822,313437,14.37654,99381985,19942432,11791012,8151420,20.06645,11.86434,8.20211,22929228,2706821,43687,455897,54308,317153,:,1151097,2706917,30365108,1863211,426643,8831986,656473,11778313,42143421
Academic year,six half terms,201617,National,E92000001,England,State-funded secondary,Minor ethnic groups,Ethnicity Minor White British,2012954,700425435,38862423,28304578,10557845,5.5484,4.04106,1.50735,286071,14.2115,91123245,18326972,10994809,7332163,20.11229,12.06587,8.04642,21378962,2511467,21562,425216,32982,288924,:,1067303,2512498,28238914,1659387,390756,7925630,562980,10538753,38777667
Academic year,six half terms,201617,National,E92000001,England,State-funded secondary,Minor ethnic groups,Ethnicity Minor Irish,8998,3126157,191811,138942,52869,6.13568,4.4445,1.69118,1455,16.17026,449743,94633,53990,40643,21.04157,12.00463,9.03694,99458,13217,212,3377,557,1090,:,5178,15353,138442,5320,2409,40045,4967,52741,191183
Academic year,six half terms,201617,National,E92000001,England,State-funded secondary,Minor ethnic groups,Ethnicity Minor Traveller of Irish heritage,1216,359565,63764,29827,33937,17.73365,8.2953,9.43835,724,59.53947,200060,56604,24554,32050,28.29351,12.27332,16.02019,13557,1639,70,52,5542,121,:,3197,5582,29760,2074,946,27895,2945,33860,63620
Academic year,six half terms,201617,National,E92000001,England,State-funded secondary,Minor ethnic groups,Ethnicity Minor Gypsy Roma,8613,2625257,390294,155512,234782,14.86689,5.92369,8.9432,4655,54.04621,1343856,323211,120088,203123,24.05101,8.93608,15.11494,85491,11891,489,903,13758,787,:,17539,24290,155148,22416,4100,191911,16232,234659,389807
Academic year,six half terms,201617,National,E92000001,England,State-funded secondary,Minor ethnic groups,Ethnicity Minor Any other white background,148417,50691127,2728784,1808927,919857,5.38316,3.56853,1.81463,20532,13.83399,6265081,1141012,597571,543441,18.21225,9.53812,8.67413,1351760,168607,21354,26349,1469,26231,:,57880,149194,1802844,174014,28432,646505,69349,918300,2721144
Academic year,six half terms,201617,National,E92000001,England,State-funded secondary,Major ethnic groups,Ethnicity Major Mixed Total,144737,49955772,2847718,1949683,898035,5.70048,3.90282,1.79766,22283,15.39551,6948585,1381846,761419,620427,19.88673,10.9579,8.92883,1387801,169246,34913,34627,233,20834,:,108014,188354,1944022,107770,47371,682991,58537,896669,2840691
